time,open,high,low,close,Trend Strength,Bar Color Value,Smart Trail,Smart Trail Extremity,Neo Lead,Neo Lag,Bullish.1,Bullish+.1,Bearish.1,Bearish+.1,Trend Strength.1,Bar Color Value.1
2022-04-20T12:00:00-05:00,41374.3,41442.9,41280.2,41364.2,71.2797083536239,1,40528.9819120451,40899.92381528055,41374.83883648766,40639.07767297532,0,0,0,0,71.2797083536239,1
2022-04-20T13:00:00-05:00,41364.1,41364.1,40805.0,40960.6,70.64832800374532,1,40528.45959915708,40899.850389365,41374.83883648766,40639.07767297532,0,0,0,0,70.64832800374532,1
2022-04-20T14:00:00-05:00,40960.5,41256.0,40940.3,41183.0,71.58543739142836,1,40524.80976423566,40898.27149624312,41374.83883648766,40639.07767297532,0,0,0,0,71.58543739142836,1
2022-04-20T15:00:00-05:00,41183.0,41423.5,41131.2,41405.1,72.69806773405047,1,40518.00038710009,40894.3509865238,41374.83883648766,40639.07767297532,0,0,0,0,72.69806773405047,1
2022-04-20T16:00:00-05:00,41405.2,41665.7,41370.8,41487.2,73.72192695726521,1,40503.38517574145,40885.411018409504,41374.83883648766,40639.07767297532,0,0,0,0,73.72192695726521,1
2022-04-20T17:00:00-05:00,41487.1,41606.9,41437.0,41462.6,73.92824511465913,1,40484.07631018939,40873.79228174926,41374.83883648766,40639.07767297532,0,0,0,0,73.92824511465913,1
2022-04-20T18:00:00-05:00,41461.2,41466.8,41279.5,41354.5,72.95739559548541,1,40462.32139400231,40861.77772350199,41374.83883648766,40639.07767297532,0,0,0,0,72.95739559548541,1
2022-04-20T19:00:00-05:00,41354.5,41562.2,41315.0,41522.0,72.43634987196276,1,40446.02362047062,40851.6235568688,41374.83883648766,40639.07767297532,0,0,0,0,72.43634987196276,1
2022-04-20T20:00:00-05:00,41522.0,41773.3,41466.4,41661.3,72.18511797157666,1,40436.48828251177,40845.27064928939,41374.83883648766,40639.07767297532,0,0,0,0,72.18511797157666,1
2022-04-20T21:00:00-05:00,41661.4,41711.7,41558.2,41616.7,71.80380049412948,1,40402.42995844952,40823.00888859993,41374.83883648766,40639.07767297532,0,0,0,0,71.80380049412948,1
2022-04-20T22:00:00-05:00,41616.7,41713.5,41550.4,41692.1,71.52457857726071,1,40348.845645192494,40786.89914823085,41374.83883648766,40639.07767297532,0,0,0,0,71.52457857726071,1
2022-04-20T23:00:00-05:00,41692.2,41744.0,41521.4,41604.8,70.17427601543064,1,40284.28791989404,40744.857955963176,41374.83883648766,40639.07767297532,0,0,0,0,70.17427601543064,1
2022-04-21T00:00:00-05:00,41604.9,41686.9,41438.0,41460.1,68.32614238592849,1,40227.14944300692,40710.10083644267,41374.83883648766,40639.07767297532,0,0,0,0,68.32614238592849,1
2022-04-21T01:00:00-05:00,41460.1,41601.2,41404.8,41526.0,66.61881775580899,1,40161.26781785546,40668.71596536149,41374.83883648766,40639.09098848903,0,0,0,0,66.61881775580899,1
2022-04-21T02:00:00-05:00,41526.1,41949.5,41454.0,41855.2,65.87497171270302,1,40087.48376655886,40617.03526657252,41374.83883648766,40639.09098848903,0,0,0,0,65.87497171270302,1
2022-04-21T03:00:00-05:00,41857.3,42050.0,41745.9,41925.0,65.48017871579013,1,40077.8924243915,40610.20804128176,41374.83883648766,40639.09098848903,0,0,0,0,65.48017871579013,1
2022-04-21T04:00:00-05:00,41925.0,41961.5,41746.6,41807.4,64.81184996140674,1,40109.98903987008,40632.42581615302,41374.83883648766,40639.09098848903,0,0,0,0,64.81184996140674,1
2022-04-21T05:00:00-05:00,41807.4,42526.7,41786.5,42253.4,65.41672960704949,1,40208.91394260049,40720.03545695037,41510.46715540994,40767.53431081989,0,0,0,0,65.41672960704949,1
2022-04-21T06:00:00-05:00,42253.4,42696.0,42246.4,42441.9,66.43707083349236,1,40340.018606548096,40865.488954911074,41697.061819632894,40952.22363926579,0,0,0,0,66.43707083349236,1
2022-04-21T07:00:00-05:00,42441.9,42785.3,42341.0,42667.0,66.76041711420243,1,40491.76202638928,41035.57151979196,41920.33226053473,41173.664521069455,0,0,0,0,66.76041711420243,1
2022-04-21T08:00:00-05:00,42666.9,42979.1,42607.7,42682.6,67.44385937876741,1,40641.62550578125,41151.86912933594,41935.02309923205,41187.4461984641,0,0,0,0,67.44385937876741,1
2022-04-21T09:00:00-05:00,42682.6,42695.1,42423.0,42505.3,68.46844272217162,1,40766.655472467726,41242.66793416828,41935.02309923205,41187.78283296795,0,0,0,0,68.46844272217162,1
2022-04-21T10:00:00-05:00,42505.2,42563.0,42117.1,42136.9,70.09324372895729,1,40849.87137556226,41296.97526942054,41935.02309923205,41187.78283296795,0,0,0,0,70.09324372895729,1
2022-04-21T11:00:00-05:00,42137.0,42169.7,41818.0,41818.1,70.72704588531363,1,40897.29114821169,41322.49777063809,41935.02309923205,41187.78283296795,0,0,0,0,70.72704588531363,1
2022-04-21T12:00:00-05:00,41818.0,41914.8,41481.0,41539.7,67.83669048576067,1,40918.96774670401,41329.82675669488,41935.02309923205,41187.78283296795,0,0,0,0,67.83669048576067,1
2022-04-21T13:00:00-05:00,41539.7,41657.8,41385.0,41441.9,64.51046684144468,1,40928.65865160312,41331.90368183338,41935.02309923205,41187.78283296795,0,0,0,0,64.51046684144468,1
2022-04-21T14:00:00-05:00,41441.9,41542.0,41207.2,41215.9,59.32503156690173,1,40928.690789651184,41331.89070274132,41935.02309923205,41187.78283296795,0,0,0,0,59.32503156690173,1
2022-04-21T15:00:00-05:00,41215.0,41303.1,40520.2,40582.6,47.76716233493954,1,42569.00406642907,42072.403049821805,41340.11406600627,41187.78283296795,0,0,0,0,47.76716233493954,1
2022-04-21T16:00:00-05:00,40582.6,40830.1,40551.2,40717.0,39.21659468135284,1,42595.55901750581,42091.8374896968,41340.11406600627,41187.78283296795,0,0,0,0,39.21659468135284,1
2022-04-21T17:00:00-05:00,40717.0,40785.4,39650.0,40400.2,29.399869346359083,0,42601.698631552725,42051.32397366455,41167.81918194785,41187.78283296795,0,0,1,0,29.399869346359083,0
2022-04-21T18:00:00-05:00,40398.9,40538.3,40315.9,40460.2,21.39449158417605,0,42574.93381772533,42031.43783584313,41167.81918194785,41187.78283296795,0,0,0,0,21.39449158417605,0
2022-04-21T19:00:00-05:00,40460.2,40653.6,40211.9,40402.1,14.815527429694422,-1,42505.49007076855,41979.36421499998,41167.81918194785,41187.78283296795,0,0,0,0,14.815527429694422,-1
2022-04-21T20:00:00-05:00,40402.1,40540.0,40304.0,40483.7,9.65701868497917,0,42419.41809893538,41915.6905576571,41167.81918194785,41187.78283296795,0,0,0,0,9.65701868497917,0
2022-04-21T21:00:00-05:00,40483.7,40613.9,40410.6,40461.1,5.363157056651881,0,42325.69904090608,41846.07834452581,41167.81918194785,41187.78283296795,0,0,0,0,5.363157056651881,0
2022-04-21T22:00:00-05:00,40461.1,40595.1,40434.0,40477.4,2.499962346733659,-1,42234.03516105491,41778.20060150322,41167.81918194785,41187.78283296795,0,0,0,0,2.499962346733659,-1
2022-04-21T23:00:00-05:00,40477.4,40610.3,40432.1,40607.4,0.9855138206560794,0,42155.85199100434,41721.92682560423,41167.81918194785,41187.78283296795,0,0,0,0,0.9855138206560794,0
2022-04-22T00:00:00-05:00,40607.5,40707.0,40583.7,40650.1,0.1244142202522804,0,42089.39575540696,41674.62184014348,41167.81918194785,41187.78283296795,0,0,0,0,0.1244142202522804,0
2022-04-22T01:00:00-05:00,40650.4,40780.2,40609.2,40656.2,0.0704660698159762,-1,42035.13494604185,41636.06437643847,41167.81918194785,41187.78283296795,0,0,0,0,0.0704660698159762,-1
2022-04-22T02:00:00-05:00,40656.3,40788.9,40280.0,40697.5,0.7700216992990677,-1,41998.55194695174,41610.39556460691,41167.81918194785,41187.78283296795,0,0,0,0,0.7700216992990677,-1
2022-04-22T03:00:00-05:00,40697.5,40766.0,40350.8,40400.0,2.5123096610479774,-1,41968.979232759775,41576.73442456983,41162.66728386045,41187.78283296795,0,0,0,0,2.5123096610479774,-1
2022-04-22T04:00:00-05:00,40400.1,40462.7,40181.8,40293.5,5.475571093257373,-1,41963.724035297775,41546.16802647333,41055.86519744115,41187.78283296795,0,0,0,0,5.475571093257373,-1
2022-04-22T05:00:00-05:00,40293.5,40482.4,40139.1,40450.7,8.708974578244879,-1,41960.54706559596,41543.867819306615,41055.86519744115,41187.78283296795,0,0,0,0,8.708974578244879,-1
2022-04-22T06:00:00-05:00,40450.7,40572.1,40427.0,40567.0,12.724794822201662,-1,41987.38000594432,41562.67754347799,41055.86519744115,41187.78283296795,0,0,0,0,12.724794822201662,-1
2022-04-22T07:00:00-05:00,40567.0,40599.1,40352.1,40402.2,16.58170838807608,-1,41998.19899856291,41570.59790452837,41055.86519744115,41187.78283296795,0,0,0,0,16.58170838807608,-1
2022-04-22T08:00:00-05:00,40402.2,40627.6,40020.0,40234.3,19.20438295156566,-1,41985.60740825007,41547.78055618756,40998.22179046692,41187.78283296795,0,0,0,0,19.20438295156566,-1
2022-04-22T09:00:00-05:00,40235.7,40445.9,39800.0,39860.2,21.959059073918155,-1,41929.734440263215,41412.35083019741,40628.37593151458,41187.78283296795,0,0,0,0,21.959059073918155,-1
2022-04-22T10:00:00-05:00,39860.1,40000.1,39316.0,39416.4,25.42703019619704,-1,41836.93171387297,41231.79878540472,40189.28630185701,40962.172603714025,0,0,0,0,25.42703019619704,-1
2022-04-22T11:00:00-05:00,39416.5,39536.8,39149.7,39363.4,29.184761223519505,-1,41714.61605446418,41126.81204084813,40137.260620347726,40911.12124069545,0,0,0,0,29.184761223519505,-1
2022-04-22T12:00:00-05:00,39363.3,39524.7,39273.4,39323.0,32.82414098568937,-1,41570.88415104422,41008.91311328317,40096.13256724599,40869.26513449197,0,0,0,0,32.82414098568937,-1
2022-04-22T13:00:00-05:00,39323.0,39640.6,39190.2,39501.4,36.081554354303606,-1,41439.80592284989,40913.4293436833,40096.13256724599,40869.26513449197,0,0,0,0,36.081554354303606,-1
2022-04-22T14:00:00-05:00,39501.3,39758.4,39399.7,39485.9,39.1861817455089,-1,41317.27060486281,40823.904684374735,40096.13256724599,40869.26513449197,0,0,0,0,39.1861817455089,-1
2022-04-22T15:00:00-05:00,39485.9,39600.0,39384.3,39600.0,42.52602811064749,-1,41216.542001351976,40752.11506115616,40096.13256724599,40869.26513449197,0,0,0,0,42.52602811064749,-1
2022-04-22T16:00:00-05:00,39600.0,39675.0,39524.6,39604.0,45.711050457923285,-1,41130.19249750641,40690.63500928444,40096.13256724599,40868.465831839065,0,0,0,0,45.711050457923285,-1
2022-04-22T17:00:00-05:00,39604.0,39746.0,39413.2,39690.2,48.400801727747286,-1,41060.96207757797,40642.53716438329,40096.13256724599,40868.465831839065,0,0,0,0,48.400801727747286,-1
2022-04-22T18:00:00-05:00,39690.1,39797.4,39643.9,39687.9,50.66057956613126,-1,41001.554843965896,40601.23360355717,40096.13256724599,40866.81975752475,0,0,0,0,50.66057956613126,-1
2022-04-22T19:00:00-05:00,39687.8,39859.9,39558.2,39565.4,53.61135681326593,-1,40945.92060006377,40561.1071369826,40096.13256724599,40866.73757157335,0,0,0,0,53.61135681326593,-1
2022-04-22T20:00:00-05:00,39565.3,39683.6,39561.3,39600.5,56.24481233329109,-1,40905.15444030508,40532.00080100876,40096.13256724599,40864.41329655172,0,0,0,0,56.24481233329109,-1
2022-04-22T21:00:00-05:00,39600.6,39600.6,39412.0,39476.7,58.82530599870361,-1,40877.74488623607,40511.7514156954,40096.13256724599,40862.92939290519,0,0,0,0,58.82530599870361,-1
2022-04-22T22:00:00-05:00,39476.6,39529.2,39393.0,39453.9,61.227844724143374,-1,40883.25618631673,40515.84605876291,40096.13256724599,40860.79790877689,0,0,0,0,61.227844724143374,-1
2022-04-22T23:00:00-05:00,39454.0,39540.4,39271.2,39523.5,63.6324384171185,-1,40929.872500738165,40549.86650769021,40096.13256724599,40860.33958206924,0,0,0,0,63.6324384171185,-1
2022-04-23T00:00:00-05:00,39523.4,39599.9,39500.8,39558.9,65.53651243663339,-1,40970.3707033142,40579.139423341614,40096.13256724599,40857.75729699512,0,0,0,0,65.53651243663339,-1
2022-04-23T01:00:00-05:00,39559.0,39654.7,39540.2,39574.9,67.22830311743662,-1,40996.06786018131,40597.632178461776,40096.13256724599,40855.38042334637,0,0,0,0,67.22830311743662,-1
2022-04-23T02:00:00-05:00,39575.0,39633.1,39538.6,39584.1,69.18454370032848,-1,40984.86703031934,40589.592051054686,40096.13256724599,40852.76543406588,0,0,0,0,69.18454370032848,-1
2022-04-23T03:00:00-05:00,39584.2,39670.6,39532.7,39618.9,70.53690824278998,-1,40960.21428324207,40572.07316143773,40096.13256724599,40850.70601973178,0,0,0,0,70.53690824278998,-1
2022-04-23T04:00:00-05:00,39619.2,39641.4,39494.0,39513.8,71.7652524949123,-1,40898.85834279146,40527.18191151995,40096.13256724599,40848.77565246935,0,0,0,0,71.7652524949123,-1
2022-04-23T05:00:00-05:00,39513.8,39640.9,39513.8,39590.9,72.11268484038187,-1,40839.38577294444,40484.60938488999,40096.13256724599,40846.60118704323,0,0,0,0,72.11268484038187,-1
2022-04-23T06:00:00-05:00,39590.9,39666.0,39581.4,39597.3,71.85832449530358,-1,40779.245768461085,40441.64714222706,40096.13256724599,40843.90634394424,0,0,0,0,71.85832449530358,-1
2022-04-23T07:00:00-05:00,39597.3,39763.8,39531.2,39681.2,71.31022942208386,-1,40744.72957338823,40417.74309135995,40096.13256724599,40843.07497506075,0,0,0,0,71.31022942208386,-1
2022-04-23T08:00:00-05:00,39681.2,39784.9,39645.0,39691.0,71.55727392467061,-1,40737.04690034215,40412.44445525785,40096.13256724599,40841.08901302168,0,0,0,0,71.55727392467061,-1
2022-04-23T09:00:00-05:00,39691.0,39745.9,39635.1,39696.5,71.77286190660674,-1,40719.97093765727,40400.69540214125,40096.13256724599,40838.7492307928,0,0,0,0,71.77286190660674,-1
2022-04-23T10:00:00-05:00,39696.5,39808.2,39657.0,39787.4,72.43038745512081,-1,40690.929427453535,40381.5965604768,40096.13256724599,40836.92614747507,0,0,0,0,72.43038745512081,-1
2022-04-23T11:00:00-05:00,39787.4,40005.3,39705.8,39827.3,72.56752066875343,-1,40641.25075002351,40349.71168120665,40096.13256724599,40836.92614747507,0,0,0,0,72.56752066875343,-1
2022-04-23T12:00:00-05:00,39827.3,39827.3,39702.3,39802.9,72.6817383348354,-1,40591.29772642618,40317.129976217606,40096.13256724599,40834.82426276228,0,0,0,0,72.6817383348354,-1
2022-04-23T13:00:00-05:00,39802.9,39825.8,39656.9,39670.9,74.21977348874529,-1,40546.585359371165,40285.73651329502,40096.13256724599,40833.242054284696,0,0,0,0,74.21977348874529,-1
2022-04-23T14:00:00-05:00,39670.8,39763.0,39665.5,39747.6,74.76849691120665,-1,40509.68141266352,40260.88078724804,40096.13256724599,40830.77525684951,0,0,0,0,74.76849691120665,-1
2022-04-23T15:00:00-05:00,39747.6,39813.8,39747.6,39786.3,74.52056605339754,-1,40476.093384323605,40238.845063558416,40096.13256724599,40827.929543401486,0,0,0,0,74.52056605339754,-1
2022-04-23T16:00:00-05:00,39786.3,39937.8,39772.5,39890.4,73.68917807830607,-1,40445.89570823753,40220.87963754411,40096.13256724599,40826.33680852071,0,0,0,0,73.68917807830607,-1
2022-04-23T17:00:00-05:00,39890.4,39922.0,39773.3,39798.2,73.05689281127027,-1,40413.378931933126,40199.65951975169,40096.13256724599,40824.54453731434,0,0,0,0,73.05689281127027,-1
2022-04-23T18:00:00-05:00,39798.2,39802.6,39310.7,39427.2,73.42533404950078,-1,40400.11428909501,40156.885716821256,40096.13256724599,40824.54453731434,0,0,0,0,73.42533404950078,-1
2022-04-23T19:00:00-05:00,39427.2,39653.3,39408.8,39553.2,73.0503744887502,-1,40401.829144524,40158.10807632354,40096.13256724599,40824.54453731434,0,0,0,0,73.0503744887502,-1
2022-04-23T20:00:00-05:00,39552.0,39623.0,39469.9,39469.9,72.50412208235511,-1,40417.62184951467,40169.77062297255,40096.13256724599,40824.54453731434,0,0,0,0,72.50412208235511,-1
2022-04-23T21:00:00-05:00,39469.9,39597.1,39415.4,39529.8,71.77660396262783,-1,40437.63072749015,40184.193667539366,40096.13256724599,40823.343370251656,0,0,0,0,71.77660396262783,-1
2022-04-23T22:00:00-05:00,39529.8,39825.3,39506.4,39764.0,70.1972338698643,-1,40453.78948403798,40194.27308776119,40096.13256724599,40823.343370251656,0,0,0,0,70.1972338698643,-1
2022-04-23T23:00:00-05:00,39764.0,39800.0,39648.7,39699.2,68.81618446611239,-1,40475.59370576195,40208.57845989194,40096.13256724599,40821.94701124168,0,0,0,0,68.81618446611239,-1
2022-04-24T00:00:00-05:00,39697.6,39704.0,39622.1,39660.9,67.66544890017508,-1,40497.94851843535,40223.606499619695,40096.13256724599,40819.3416890217,0,0,0,0,67.66544890017508,-1
2022-04-24T01:00:00-05:00,39660.8,39779.6,39640.0,39734.6,66.07385918602778,-1,40513.50525551511,40233.57225623172,40096.13256724599,40817.47064341282,0,0,0,0,66.07385918602778,-1
2022-04-24T02:00:00-05:00,39734.7,39787.6,39718.0,39738.5,63.96361718790197,-1,40524.55839269419,40240.632984559365,40096.13256724599,40814.73395303199,0,0,0,0,63.96361718790197,-1
2022-04-24T03:00:00-05:00,39738.5,39785.8,39710.4,39710.4,61.77970517823278,-1,40539.73099301021,40250.51437032076,40096.13256724599,40812.08344610305,0,0,0,0,61.77970517823278,-1
2022-04-24T04:00:00-05:00,39710.4,39765.4,39653.4,39751.0,59.43131398915279,-1,40554.08860735075,40259.60724831108,40096.13256724599,40809.90369170877,0,0,0,0,59.43131398915279,-1
2022-04-24T05:00:00-05:00,39751.1,39774.9,39638.6,39686.9,57.09395055192286,-1,40567.392450934734,40268.39335041892,40096.13256724599,40808.038586086455,0,0,0,0,57.09395055192286,-1
2022-04-24T06:00:00-05:00,39686.8,39703.5,39550.0,39601.2,55.14323146090928,-1,40583.85132250156,40279.75883941044,40096.13256724599,40806.39780599225,0,0,0,0,55.14323146090928,-1
2022-04-24T07:00:00-05:00,39601.1,39643.0,39517.7,39579.0,53.79197743185833,-1,40603.79128904548,40293.66448644528,40096.13256724599,40804.412729798525,0,0,0,0,53.79197743185833,-1
2022-04-24T08:00:00-05:00,39579.0,39632.6,39349.1,39571.9,53.069706981751,-1,40601.284598700026,40291.911162147386,40096.13256724599,40804.412729798525,0,0,0,0,53.069706981751,-1
2022-04-24T09:00:00-05:00,39571.9,39940.2,39366.9,39735.8,51.97555702161372,-1,40594.16393905746,40287.33583138468,40096.13256724599,40804.412729798525,0,0,0,0,51.97555702161372,-1
2022-04-24T10:00:00-05:00,39738.2,39826.1,39620.7,39640.1,50.86158820240182,-1,40563.3791681295,40266.45147972872,40096.13256724599,40804.412729798525,0,0,0,0,50.86158820240182,-1
2022-04-24T11:00:00-05:00,39640.1,39794.0,38885.0,39480.2,50.056097659241146,-1,40516.73973522698,40232.59713299434,40096.13256724599,40804.412729798525,0,0,0,0,50.056097659241146,-1
2022-04-24T12:00:00-05:00,39479.5,39513.6,39123.4,39418.3,49.16351147067148,-1,40466.81641453092,40195.58789561095,40096.13256724599,40804.412729798525,0,0,0,0,49.16351147067148,-1
2022-04-24T13:00:00-05:00,39418.2,39682.4,39407.6,39650.0,47.16370311413519,-1,40433.03227779278,40173.02197291389,40096.13256724599,40804.412729798525,0,0,0,0,47.16370311413519,-1
2022-04-24T14:00:00-05:00,39650.0,39790.6,39629.6,39690.7,44.50442891978012,-1,40405.178834992286,40154.92451455748,40096.13256724599,40804.412729798525,0,0,0,0,44.50442891978012,-1
2022-04-24T15:00:00-05:00,39692.7,39715.3,39467.2,39486.0,42.98820281061518,-1,40367.511025207714,40127.51208901485,40096.13256724599,40804.412729798525,0,0,0,0,42.98820281061518,-1
2022-04-24T16:00:00-05:00,39486.0,39629.8,39445.1,39625.1,40.309005542594726,-1,40344.23175401847,40111.75829917093,40096.13256724599,40804.412729798525,0,0,0,0,40.309005542594726,-1
2022-04-24T17:00:00-05:00,39625.1,39769.9,39521.0,39546.8,38.71800175749532,-1,40321.26325200022,40095.48575199765,40096.13256724599,40804.412729798525,0,0,0,0,38.71800175749532,-1
2022-04-24T18:00:00-05:00,39545.3,39565.8,39428.1,39455.1,37.35016196250401,-1,40294.30062450406,40075.55130840969,40096.13256724599,40804.412729798525,0,0,0,0,37.35016196250401,-1
2022-04-24T19:00:00-05:00,39452.1,39491.3,38647.7,38852.4,37.96063329531695,-1,40211.40496836587,39871.6537262744,39573.52949688704,40294.65899377409,0,0,0,0,37.96063329531695,-1
2022-04-24T20:00:00-05:00,38852.5,39143.6,38748.6,39079.9,37.8152873252687,-1,40143.55136889087,39824.17418201482,39573.52949688704,40294.65899377409,0,0,0,0,37.8152873252687,-1
2022-04-24T21:00:00-05:00,39079.9,39135.2,38950.5,39087.2,37.60009292991354,-1,40079.67885665404,39779.61287992801,39573.52949688704,40294.65899377409,0,0,0,0,37.60009292991354,-1
2022-04-24T22:00:00-05:00,39087.2,39289.0,39081.9,39239.2,36.67964064052217,-1,40031.79606400206,39748.8251002341,39573.52949688704,40293.67025057936,0,0,0,0,36.67964064052217,-1
2022-04-24T23:00:00-05:00,39239.2,39239.2,39057.1,39132.0,35.88429751391043,-1,39981.65349469773,39714.45153874109,39573.52949688704,40292.3457968109,0,0,0,0,35.88429751391043,-1
2022-04-25T00:00:00-05:00,39132.1,39219.5,38941.7,38966.8,35.50962148470687,-1,39923.74657405853,39671.79099852928,39573.52949688704,40292.22421531128,0,0,0,0,35.50962148470687,-1
2022-04-25T01:00:00-05:00,38966.9,39041.8,38560.2,38623.2,35.508239144550984,-1,39843.40403891063,39538.35302918297,39344.321244832114,40065.44248966423,0,0,0,0,35.508239144550984,-1
2022-04-25T02:00:00-05:00,38623.3,38654.0,38124.8,38442.3,35.418075468973775,-1,39752.06491628742,39424.62368721557,39166.43063860796,39890.56127721591,0,0,0,0,35.418075468973775,-1
2022-04-25T03:00:00-05:00,38442.3,38566.5,38378.5,38404.5,35.55275557830878,-1,39663.0362720495,39348.40220403713,39127.359985414914,39850.21997082983,0,0,0,0,35.55275557830878,-1
2022-04-25T04:00:00-05:00,38404.5,38625.0,38193.5,38583.6,35.95314494610712,-1,39593.834841490585,39299.37160539559,39127.359985414914,39850.21997082983,0,0,0,0,35.95314494610712,-1
2022-04-25T05:00:00-05:00,38583.6,38641.9,38366.8,38416.9,36.06465926325759,-1,39518.7499659547,39243.07259178905,39127.359985414914,39850.21997082983,0,0,0,0,36.06465926325759,-1
2022-04-25T06:00:00-05:00,38416.8,38950.0,38332.8,38815.0,35.529095344732376,-1,39478.95111045595,39218.86399491833,39127.359985414914,39850.21997082983,0,0,0,0,35.529095344732376,-1
2022-04-25T07:00:00-05:00,38815.0,39000.0,38741.0,38803.0,35.08331752366466,-1,39446.059729957866,39198.62829934696,39127.359985414914,39850.21997082983,0,0,0,0,35.08331752366466,-1
2022-04-25T08:00:00-05:00,38803.0,39351.6,38623.1,38718.7,35.04516987106121,-1,39416.15656211345,39178.89751704274,39127.359985414914,39850.21997082983,0,0,0,0,35.04516987106121,-1
2022-04-25T09:00:00-05:00,38718.7,39430.0,38604.5,39064.4,34.9440902397648,-1,39405.10159315536,39175.29910088504,39127.359985414914,39850.21997082983,0,0,0,0,34.9440902397648,-1
2022-04-25T10:00:00-05:00,39064.5,39370.5,38925.8,38978.9,38.03766070841287,-1,39396.27011707737,39171.22944467291,39127.359985414914,39850.21997082983,0,0,0,0,38.03766070841287,-1
2022-04-25T11:00:00-05:00,38978.8,39672.0,38911.3,39461.1,38.52695518275246,-1,38496.487213384586,38737.64041003844,39127.359985414914,39850.21997082983,0,0,0,0,38.52695518275246,-1
2022-04-25T12:00:00-05:00,39461.1,39571.1,39360.0,39390.3,39.97842489815136,-1,38479.099843233824,38724.9442011197,39127.359985414914,39850.21997082983,0,0,0,0,39.97842489815136,-1
2022-04-25T13:00:00-05:00,39390.3,40376.8,39316.8,39878.1,35.35788308884031,-1,38435.495114032834,38796.14633552462,39127.359985414914,39850.21997082983,0,0,0,0,35.35788308884031,-1
2022-04-25T14:00:00-05:00,39878.1,40398.9,39769.0,40229.4,27.700495956333388,-1,38385.731327753805,38846.64849581535,39468.97843880211,39850.21997082983,0,0,0,0,27.700495956333388,-1
2022-04-25T15:00:00-05:00,40229.3,40319.6,40052.1,40184.0,21.27340211351789,-1,38370.69436060014,38835.46567816875,39468.97843880211,39850.21997082983,0,0,0,0,21.27340211351789,-1
2022-04-25T16:00:00-05:00,40183.9,40248.4,40067.9,40218.9,15.781343561615367,-1,38411.70063306939,38866.16003573101,39468.97843880211,39850.21997082983,0,0,0,0,15.781343561615367,-1
2022-04-25T17:00:00-05:00,40218.9,40681.4,40140.8,40337.9,10.45902769453778,-1,38496.9033167222,38957.15248754165,39576.514960811925,39850.21997082983,0,0,0,0,10.45902769453778,-1
2022-04-25T18:00:00-05:00,40338.0,40569.0,40241.5,40421.7,6.20069252700892,1,38599.23034685893,39054.8477601442,39660.028136007866,39850.21997082983,0,1,0,0,6.20069252700892,1
2022-04-25T19:00:00-05:00,40421.7,40812.4,40395.1,40556.7,3.1788619990285163,1,38714.72553919261,39175.21915439445,39793.620245327824,39850.21997082983,0,0,0,0,3.1788619990285163,1
2022-04-25T20:00:00-05:00,40556.8,40624.1,40453.4,40477.3,1.3826046465052129,1,38819.386399464245,39252.536115734,39793.620245327824,39850.21997082983,0,0,0,0,1.3826046465052129,1
2022-04-25T21:00:00-05:00,40477.4,40597.3,40387.8,40531.3,0.4268920358493612,1,38921.13029624568,39328.536692286376,39793.620245327824,39850.21997082983,0,0,0,0,0.4268920358493612,1
